hotel,date,room_type,capacity,occupied,adr,room_revenue,fnb_revenue,spa_revenue,other_revenue,total_revenue,rooms_cost,fnb_cost,spa_cost,other_cost,total_cost,channel,occupancy_rate,revpar,gop,goppar
Hôtel des Îles,2025-05-02,Suite,5,3,315.63,946.89,135.99,74.72,135.06,1292.66,227.83,35.48,27.53,66.78,357.62,OTA,0.6,189.378,935.0400000000001,187.008
Hôtel des Îles,2025-05-03,Single,10,10,58.21,582.1,105.16,2.5,112.68,802.44,100.36,38.49,0.83,58.18,197.86,Direct,1.0,58.21,604.58,60.458000000000006
Hôtel des Îles,2025-05-03,Double,30,25,80.66,2016.5,345.05,109.68,178.59,2649.82,562.95,119.83,24.89,69.08,776.75,OTA,0.8333333333333334,67.21666666666667,1873.0700000000002,62.43566666666667
Hôtel des Îles,2025-05-03,Deluxe,15,10,157.24,1572.4,262.91,97.94,99.74,2032.99,395.82,113.17,27.14,53.23,589.36,OTA,0.6666666666666666,104.82666666666667,1443.63,96.242
Hôtel des Îles,2025-05-03,Suite,5,5,301.88,1509.4,86.01,65.4,127.57,1788.38,249.29,35.3,25.05,67.23,376.87,Corporate,1.0,301.88,1411.5100000000002,282.302
Hôtel des Îles,2025-05-04,Single,10,8,51.68,413.44,73.48,12.82,135.15,634.89,66.69,18.83,4.35,58.32,148.19,OTA,0.8,41.344,486.7,48.67
Hôtel des Îles,2025-05-04,Double,30,22,68.61,1509.42,323.22,54.48,170.73,2057.85,429.17,136.8,20.6,65.05,651.62,Direct,0.7333333333333333,50.314,1406.23,46.87433333333333
Hôtel des Îles,2025-05-04,Deluxe,15,12,127.03,1524.36,117.49,18.98,176.08,1836.91,396.81,49.57,7.37,63.48,517.23,Direct,0.8,101.624,1319.68,87.97866666666667
Hôtel des Îles,2025-05-04,Suite,5,4,280.05,1120.2,165.82,2.59,62.84,1351.45,258.42,65.29,0.63,32.46,356.8,Corporate,0.8,224.04000000000002,994.6500000000001,198.93
Hôtel des Îles,2025-05-05,Single,10,8,54.21,433.68,107.72,11.98,132.21,685.59,75.83,31.33,4.06,76.04,187.26,OTA,0.8,43.368,498.33000000000004,49.833000000000006
Hôtel des Îles,2025-05-05,Double,30,24,68.69,1648.56,325.09,1.03,157.85,2132.53,443.57,98.58,0.33,79.03,621.51,OTA,0.8,54.952,1511.0200000000002,50.36733333333334
Hôtel des Îles,2025-05-05,Deluxe,15,11,124.49,1369.39,96.68,7.87,68.86,1542.8,325.13,25.17,2.1,36.22,388.62,Direct,0.7333333333333333,91.29266666666668,1154.1799999999998,76.94533333333332
Hôtel des Îles,2025-05-05,Suite,5,3,294.06,882.18,114.23,14.85,154.25,1165.51,254.25,43.17,3.48,77.87,378.77,OTA,0.6,176.43599999999998,786.74,157.348
Hôtel des Îles,2025-05-06,Single,10,7,61.11,427.77,74.01,5.16,217.19,724.13,124.22,20.53,1.54,82.03,228.32,Corporate,0.7,42.777,495.81,49.581
Hôtel des Îles,2025-05-06,Double,30,20,83.5,1670.0,136.35,22.39,182.38,2011.12,388.38,37.42,4.98,58.67,489.45,OTA,0.6666666666666666,55.666666666666664,1521.6699999999998,50.72233333333333
Hôtel des Îles,2025-05-06,Deluxe,15,10,145.51,1455.1,342.29,94.46,215.71,2107.56,342.61,106.52,23.01,85.89,558.03,OTA,0.6666666666666666,97.00666666666666,1549.53,103.30199999999999
Hôtel des Îles,2025-05-06,Suite,5,5,202.42,1012.1,237.47,60.57,183.29,1493.43,240.28,82.54,14.37,104.18,441.37,Direct,1.0,202.42000000000002,1052.06,210.41199999999998
Hôtel des Îles,2025-05-07,Single,10,9,52.92,476.28,36.87,6.6,60.88,580.63,118.35,15.39,1.81,34.24,169.79,Direct,0.9,47.628,410.84000000000003,41.084
Hôtel des Îles,2025-05-07,Double,30,23,77.52,1782.96,360.76,77.84,175.53,2397.09,517.57,111.77,21.16,90.45,740.95,OTA,0.7666666666666667,59.432,1656.14,55.20466666666667
Hôtel des Îles,2025-05-07,Deluxe,15,12,115.14,1381.68,324.54,84.26,146.27,1936.75,348.2,139.38,19.15,54.87,561.6,OTA,0.8,92.11200000000001,1375.15,91.67666666666668
Hôtel des Îles,2025-05-07,Suite,5,3,238.15,714.45,148.83,54.61,132.73,1050.62,209.24,61.73,16.18,66.66,353.81,OTA,0.6,142.89000000000001,696.81,139.362
Hôtel des Îles,2025-05-08,Single,10,7,61.48,430.36,49.38,16.57,169.33,665.64,83.1,18.2,4.3,53.62,159.22,Direct,0.7,43.036,506.41999999999996,50.641999999999996
Hôtel des Îles,2025-05-08,Double,30,25,57.33,1433.25,113.13,70.08,236.65,1853.11,257.06,45.58,14.35,97.65,414.64,Direct,0.8333333333333334,47.775,1438.4699999999998,47.94899999999999
Hôtel des Îles,2025-05-08,Deluxe,15,12,106.12,1273.44,230.91,93.61,130.12,1728.08,227.76,70.23,34.71,61.35,394.05,OTA,0.8,84.896,1334.03,88.93533333333333
Hôtel des Îles,2025-05-08,Suite,5,5,225.82,1129.1,107.28,37.1,225.37,1498.85,258.71,33.99,8.96,121.72,423.38,OTA,1.0,225.82,1075.4699999999998,215.09399999999997
Hôtel des Îles,2025-05-09,Single,10,7,53.42,373.94,48.66,15.6,205.8,644.0,75.17,13.9,4.95,102.81,196.83,OTA,0.7,37.394,447.16999999999996,44.717
Hôtel des Îles,2025-05-09,Double,30,19,87.59,1664.21,290.66,88.71,159.3,2202.88,300.87,116.56,32.0,74.22,523.65,OTA,0.6333333333333333,55.47366666666667,1679.23,55.974333333333334
Hôtel des Îles,2025-05-09,Deluxe,15,13,144.83,1882.79,389.22,99.4,153.53,2524.94,329.69,173.47,27.34,50.98,581.48,OTA,0.8666666666666667,125.51933333333334,1943.46,129.564
Hôtel des Îles,2025-05-09,Suite,5,2,301.22,602.44,99.33,39.19,207.26,948.22,170.8,35.81,15.42,124.12,346.15,Direct,0.4,120.48800000000001,602.07,120.41400000000002
Hôtel des Îles,2025-05-10,Single,10,6,35.57,213.42,32.29,14.87,92.69,353.27,45.66,14.14,4.25,37.77,101.82,OTA,0.6,21.342,251.45,25.145
Hôtel des Îles,2025-05-10,Double,30,21,96.25,2021.25,316.82,54.73,181.59,2574.39,520.79,114.57,11.57,63.73,710.66,Direct,0.7,67.375,1863.73,62.12433333333333
Hôtel des Îles,2025-05-10,Deluxe,15,12,145.69,1748.28,162.91,123.7,67.07,2101.96,378.78,68.4,39.98,26.0,513.16,OTA,0.8,116.55199999999999,1588.8000000000002,105.92000000000002
Hôtel des Îles,2025-05-10,Suite,5,3,239.21,717.63,125.49,13.64,150.65,1007.41,207.35,51.83,3.61,89.59,352.38,OTA,0.6,143.526,655.03,131.006
Hôtel des Îles,2025-05-11,Single,10,9,51.9,467.1,109.38,12.85,231.63,820.96,136.27,27.48,3.76,71.2,238.71,Agency,0.9,46.71,582.25,58.225
Hôtel des Îles,2025-05-11,Double,30,21,88.12,1850.52,228.15,6.4,244.86,2329.93,282.34,100.28,1.75,74.2,458.57,OTA,0.7,61.684,1871.36,62.37866666666666
Hôtel des Îles,2025-05-11,Deluxe,15,7,166.75,1167.25,100.63,89.55,177.75,1535.18,323.39,36.03,25.33,105.43,490.18,OTA,0.4666666666666667,77.81666666666666,1045.0,69.66666666666667
Hôtel des Îles,2025-05-11,Suite,5,2,260.37,520.74,30.2,8.37,87.2,646.51,98.01,9.39,2.28,37.16,146.84,Direct,0.4,104.148,499.66999999999996,99.934
Hôtel des Îles,2025-05-12,Single,10,9,64.27,578.43,124.67,19.79,178.22,901.11,169.5,52.1,5.64,87.94,315.18,Direct,0.9,57.842999999999996,585.9300000000001,58.593
Hôtel des Îles,2025-05-12,Double,30,21,94.63,1987.23,496.35,92.08,58.45,2634.11,472.99,151.34,19.01,31.93,675.27,Direct,0.7,66.241,1958.8400000000001,65.29466666666667
Hôtel des Îles,2025-05-12,Deluxe,15,9,138.74,1248.66,212.62,60.93,162.09,1684.3,358.62,81.83,17.11,90.56,548.12,Direct,0.6,83.244,1136.1799999999998,75.74533333333332
Hôtel des Îles,2025-05-12,Suite,5,4,302.62,1210.48,263.73,91.46,104.58,1670.25,212.38,91.46,31.13,38.5,373.47,Direct,0.8,242.096,1296.78,259.356
Hôtel des Îles,2025-05-13,Single,10,8,47.41,379.28,27.03,27.51,249.53,683.35,66.23,7.05,7.32,109.42,190.02,Direct,0.8,37.928,493.33000000000004,49.333000000000006
Hôtel des Îles,2025-05-13,Double,30,23,81.92,1884.16,240.12,137.02,243.91,2505.21,331.7,70.74,41.81,79.85,524.1,OTA,0.7666666666666667,62.80533333333334,1981.1100000000001,66.037
Hôtel des Îles,2025-05-13,Deluxe,15,10,151.39,1513.9,138.07,79.31,58.68,1789.96,242.17,49.76,17.53,18.0,327.46,Direct,0.6666666666666666,100.92666666666668,1462.5,97.5
Hôtel des Îles,2025-05-13,Suite,5,3,281.53,844.59,145.85,27.83,180.76,1199.03,252.75,63.82,5.59,102.24,424.4,Direct,0.6,168.918,774.63,154.926
Hôtel des Îles,2025-05-14,Single,10,5,52.04,260.2,44.79,14.9,202.39,522.28,49.29,11.6,2.99,82.01,145.89,Direct,0.5,26.02,376.39,37.638999999999996
Hôtel des Îles,2025-05-14,Double,30,25,88.24,2206.0,350.09,17.48,113.76,2687.33,347.87,115.23,4.16,53.3,520.56,OTA,0.8333333333333334,73.53333333333333,2166.77,72.22566666666667
Hôtel des Îles,2025-05-14,Deluxe,15,11,131.1,1442.1,283.87,87.39,133.84,1947.2,280.63,97.68,19.11,42.0,439.42,Direct,0.7333333333333333,96.14,1507.78,100.51866666666666
Hôtel des Îles,2025-05-14,Suite,5,4,301.8,1207.2,77.91,54.93,161.74,1501.78,334.99,35.0,16.57,65.27,451.83,Direct,0.8,241.44,1049.95,209.99
Hôtel des Îles,2025-05-15,Single,10,10,89.17,891.7,208.03,44.8,218.07,1362.6,153.59,87.59,15.01,76.56,332.75,Direct,1.0,89.17,1029.85,102.98499999999999
Hôtel des Îles,2025-05-15,Double,30,18,83.98,1511.64,329.43,43.58,135.38,2020.03,449.39,134.01,16.54,58.43,658.37,Direct,0.6,50.388000000000005,1361.6599999999999,45.38866666666666
Hôtel des Îles,2025-05-15,Deluxe,15,11,164.85,1813.35,99.61,97.97,236.5,2247.43,336.45,38.72,38.7,139.22,553.09,Direct,0.7333333333333333,120.89,1694.3399999999997,112.95599999999997
Hôtel des Îles,2025-05-15,Suite,5,5,307.46,1537.3,180.2,20.88,166.15,1904.53,342.13,71.32,6.02,66.72,486.19,Direct,1.0,307.46,1418.34,283.668
Hôtel des Îles,2025-05-16,Single,10,8,55.55,444.4,38.79,26.55,115.09,624.83,111.2,15.26,8.4,67.63,202.49,Direct,0.8,44.44,422.34000000000003,42.234
Hôtel des Îles,2025-05-16,Double,30,20,78.56,1571.2,302.36,39.85,157.9,2071.31,398.52,101.07,14.78,83.92,598.29,Direct,0.6666666666666666,52.373333333333335,1473.02,49.10066666666667
Hôtel des Îles,2025-05-16,Deluxe,15,10,107.89,1078.9,104.53,45.96,72.85,1302.24,250.73,26.16,12.17,26.66,315.72,Agency,0.6666666666666666,71.92666666666668,986.52,65.768
Hôtel des Îles,2025-05-16,Suite,5,3,263.49,790.47,124.33,52.83,173.16,1140.79,193.72,44.54,20.36,100.36,358.98,OTA,0.6,158.094,781.81,156.362
Hôtel des Îles,2025-05-17,Single,10,8,46.56,372.48,26.32,5.89,145.93,550.62,105.46,9.56,1.98,58.62,175.62,OTA,0.8,37.248000000000005,375.0,37.5
Hôtel des Îles,2025-05-17,Double,30,22,91.75,2018.5,232.61,155.17,86.54,2492.82,397.01,81.87,57.82,36.78,573.48,OTA,0.7333333333333333,67.28333333333333,1919.3400000000001,63.978
Hôtel des Îles,2025-05-17,Deluxe,15,9,160.84,1447.56,85.22,35.72,185.88,1754.38,339.91,28.74,11.0,66.78,446.43,OTA,0.6,96.50399999999999,1307.95,87.19666666666667
Hôtel des Îles,2025-05-17,Suite,5,4,296.14,1184.56,64.05,68.67,57.11,1374.39,354.9,27.19,17.82,21.54,421.45,OTA,0.8,236.91199999999998,952.94,190.58800000000002
Hôtel des Îles,2025-05-18,Single,10,8,45.26,362.08,79.37,23.53,145.3,610.28,100.63,23.77,4.79,70.58,199.77,OTA,0.8,36.208,410.51,41.051
Hôtel des Îles,2025-05-18,Double,30,21,97.88,2055.48,286.11,50.75,171.47,2563.81,365.41,107.4,11.91,54.72,539.44,Direct,0.7,68.516,2024.37,67.479
Hôtel des Îles,2025-05-18,Deluxe,15,12,127.66,1531.92,78.82,121.09,181.77,1913.6,313.75,27.12,30.67,73.34,444.88,OTA,0.8,102.128,1468.7199999999998,97.91466666666665
Hôtel des Îles,2025-05-18,Suite,5,2,245.16,490.32,28.16,5.52,233.46,757.46,107.34,7.48,2.16,131.6,248.58,Corporate,0.4,98.064,508.88,101.776
Hôtel des Îles,2025-05-19,Single,10,5,65.61,328.05,68.69,9.09,204.88,610.71,62.12,21.69,2.01,118.94,204.76,Direct,0.5,32.805,405.95000000000005,40.595000000000006
Hôtel des Îles,2025-05-19,Double,30,21,88.69,1862.49,411.77,64.91,125.63,2464.8,488.27,178.12,22.78,46.25,735.42,Corporate,0.7,62.083,1729.38,57.646
Hôtel des Îles,2025-05-19,Deluxe,15,11,151.11,1662.21,281.3,118.79,84.39,2146.69,354.22,117.18,24.21,28.16,523.77,Agency,0.7333333333333333,110.81400000000001,1622.92,108.19466666666668
Hôtel des Îles,2025-05-19,Suite,5,4,332.42,1329.68,207.4,89.72,96.99,1723.79,287.7,58.3,28.64,36.39,411.03,Direct,0.8,265.93600000000004,1312.76,262.552
Hôtel des Îles,2025-05-20,Single,10,7,53.15,372.05,19.21,18.36,68.74,478.36,99.39,8.61,5.62,34.7,148.32,Direct,0.7,37.205,330.04,33.004000000000005
Hôtel des Îles,2025-05-20,Double,30,21,92.82,1949.22,375.13,58.61,235.55,2618.51,320.0,121.6,20.03,86.63,548.26,OTA,0.7,64.974,2070.25,69.00833333333334
Hôtel des Îles,2025-05-20,Deluxe,15,12,127.8,1533.6,258.46,60.72,239.15,2091.93,402.01,102.38,12.71,111.18,628.28,OTA,0.8,102.24,1463.6499999999999,97.57666666666665
Hôtel des Îles,2025-05-20,Suite,5,2,239.59,479.18,36.34,32.87,161.66,710.05,133.79,15.13,8.43,75.06,232.41,Direct,0.4,95.836,477.64,95.52799999999999
Hôtel des Îles,2025-05-21,Single,10,5,43.37,216.85,21.76,6.5,209.99,455.1,59.66,6.76,1.91,118.05,186.38,Direct,0.5,21.685,268.72,26.872000000000003
Hôtel des Îles,2025-05-21,Double,30,18,77.08,1387.44,307.83,11.27,119.41,1825.95,320.14,126.91,2.74,64.59,514.38,OTA,0.6,46.248000000000005,1311.5700000000002,43.71900000000001
Hôtel des Îles,2025-05-21,Deluxe,15,12,125.25,1503.0,182.29,72.27,161.22,1918.78,316.68,61.21,17.73,70.42,466.04,Agency,0.8,100.2,1452.74,96.84933333333333
Hôtel des Îles,2025-05-21,Suite,5,2,268.06,536.12,60.55,20.67,243.73,861.07,134.47,17.0,4.68,88.05,244.2,Corporate,0.4,107.224,616.8700000000001,123.37400000000002
Hôtel des Îles,2025-05-22,Single,10,8,52.32,418.56,94.53,15.3,132.18,660.57,97.63,28.24,3.22,76.9,205.99,Direct,0.8,41.856,454.58000000000004,45.458000000000006
Hôtel des Îles,2025-05-22,Double,30,23,51.21,1177.83,112.7,39.86,161.47,1491.86,333.67,35.52,9.04,72.14,450.37,OTA,0.7666666666666667,39.260999999999996,1041.4899999999998,34.716333333333324
Hôtel des Îles,2025-05-22,Deluxe,15,13,139.62,1815.06,199.0,122.71,170.43,2307.2,395.85,65.99,36.75,53.2,551.79,Corporate,0.8666666666666667,121.00399999999999,1755.4099999999999,117.02733333333332
Hôtel des Îles,2025-05-22,Suite,5,0,223.87,0.0,0.0,0.0,200.37,200.37,0.0,0.0,0.0,90.93,90.93,OTA,0.0,0.0,109.44,21.887999999999998
Hôtel des Îles,2025-05-23,Single,10,6,80.1,480.6,85.82,19.98,186.36,772.76,104.49,25.6,4.0,87.21,221.3,OTA,0.6,48.06,551.46,55.146
Hôtel des Îles,2025-05-23,Double,30,16,70.43,1126.88,193.58,62.0,144.25,1526.71,317.16,65.58,15.93,82.05,480.72,Corporate,0.5333333333333333,37.56266666666667,1045.99,34.86633333333334
Hôtel des Îles,2025-05-23,Deluxe,15,12,137.63,1651.56,186.71,124.36,219.9,2182.53,456.74,65.81,44.51,77.8,644.86,OTA,0.8,110.104,1537.67,102.51133333333334
Hôtel des Îles,2025-05-23,Suite,5,1,259.52,259.52,52.58,3.5,176.29,491.89,42.26,23.1,0.9,64.86,131.12,Direct,0.2,51.903999999999996,360.77,72.154
Hôtel des Îles,2025-05-24,Single,10,5,70.0,350.0,25.2,15.68,99.38,490.26,103.8,10.31,4.43,34.33,152.87,Corporate,0.5,35.0,337.39,33.739
Hôtel des Îles,2025-05-24,Double,30,24,82.86,1988.64,224.44,13.47,142.91,2369.46,521.45,66.06,3.29,83.48,674.28,Agency,0.8,66.288,1695.18,56.506
Hôtel des Îles,2025-05-24,Deluxe,15,6,127.46,764.76,86.9,58.52,207.81,1117.99,197.77,24.96,22.35,113.95,359.03,Direct,0.4,50.984,758.96,50.59733333333334
Hôtel des Îles,2025-05-24,Suite,5,2,311.8,623.6,43.02,15.91,248.56,931.09,157.0,17.04,3.86,80.44,258.34,Direct,0.4,124.72,672.75,134.55
Hôtel des Îles,2025-05-25,Single,10,8,53.1,424.8,90.94,6.25,142.93,664.92,64.59,31.5,1.32,84.8,182.21,Corporate,0.8,42.480000000000004,482.7099999999999,48.270999999999994
Hôtel des Îles,2025-05-25,Double,30,21,80.46,1689.66,276.5,110.06,203.65,2279.87,456.97,117.75,42.65,85.87,703.24,OTA,0.7,56.322,1576.6299999999999,52.55433333333333
Hôtel des Îles,2025-05-25,Deluxe,15,9,154.52,1390.68,93.11,82.51,188.69,1754.99,260.92,27.99,26.88,99.75,415.54,Corporate,0.6,92.712,1339.45,89.29666666666667
Hôtel des Îles,2025-05-25,Suite,5,2,280.98,561.96,117.81,5.72,129.19,814.68,107.18,36.32,1.29,69.99,214.78,Direct,0.4,112.39200000000001,599.9,119.97999999999999
Hôtel des Îles,2025-05-26,Single,10,8,63.31,506.48,74.79,26.45,74.26,681.98,89.31,22.39,10.44,31.13,153.27,OTA,0.8,50.648,528.71,52.871
Hôtel des Îles,2025-05-26,Double,30,22,89.78,1975.16,256.24,21.63,187.52,2440.55,590.45,84.34,7.03,110.43,792.25,Corporate,0.7333333333333333,65.83866666666667,1648.3000000000002,54.94333333333334
Hôtel des Îles,2025-05-26,Deluxe,15,11,103.94,1143.34,94.02,38.99,76.2,1352.55,291.38,32.08,11.94,26.21,361.61,Direct,0.7333333333333333,76.22266666666665,990.9399999999999,66.06266666666666
Hôtel des Îles,2025-05-26,Suite,5,3,286.39,859.17,96.17,20.42,111.16,1086.92,242.9,37.96,6.82,59.98,347.66,Direct,0.6,171.834,739.26,147.852
Hôtel des Îles,2025-05-27,Single,10,6,74.84,449.04,101.68,14.45,63.32,628.49,102.12,32.46,4.83,37.06,176.47,OTA,0.6,44.904,452.02,45.202
Hôtel des Îles,2025-05-27,Double,30,21,93.5,1963.5,361.26,2.11,90.93,2417.8,495.64,145.54,0.78,35.25,677.21,Agency,0.7,65.45,1740.5900000000001,58.01966666666667
Hôtel des Îles,2025-05-27,Deluxe,15,10,132.91,1329.1,282.73,65.77,217.63,1895.23,302.18,92.0,25.28,67.66,487.12,Corporate,0.6666666666666666,88.60666666666665,1408.1100000000001,93.87400000000001
Hôtel des Îles,2025-05-27,Suite,5,4,252.85,1011.4,213.34,59.59,235.07,1519.4,219.5,60.72,12.49,87.9,380.61,Direct,0.8,202.28,1138.79,227.75799999999998
Hôtel des Îles,2025-05-28,Single,10,7,42.48,297.36,25.78,16.15,202.68,541.97,63.75,10.89,3.72,77.76,156.12,Direct,0.7,29.736,385.85,38.585
Hôtel des Îles,2025-05-28,Double,30,23,88.45,2034.35,318.33,146.26,249.54,2748.48,535.05,141.39,52.28,146.97,875.69,OTA,0.7666666666666667,67.81166666666667,1872.79,62.42633333333333
Hôtel des Îles,2025-05-28,Deluxe,15,13,113.89,1480.57,245.0,110.57,57.0,1893.14,392.92,96.66,43.43,33.02,566.03,Corporate,0.8666666666666667,98.70466666666667,1327.1100000000001,88.474
Hôtel des Îles,2025-05-28,Suite,5,3,269.8,809.4,168.31,12.64,169.94,1160.29,161.74,42.39,3.03,56.75,263.91,Corporate,0.6,161.88,896.3799999999999,179.27599999999998
Hôtel des Îles,2025-05-29,Single,10,8,53.66,429.28,52.48,29.6,134.87,646.23,123.36,18.35,8.28,70.82,220.81,Direct,0.8,42.928,425.42,42.542
Hôtel des Îles,2025-05-29,Double,30,24,116.05,2785.2,418.17,218.72,216.22,3638.31,798.69,125.81,77.54,82.09,1084.13,Direct,0.8,92.83999999999999,2554.18,85.13933333333333
Hôtel des Îles,2025-05-29,Deluxe,15,7,122.55,857.85,80.08,40.18,119.62,1097.73,213.27,20.27,8.55,39.46,281.55,OTA,0.4666666666666667,57.190000000000005,816.1800000000001,54.412000000000006
Hôtel des Îles,2025-05-29,Suite,5,2,276.34,552.68,59.56,18.08,154.79,785.11,94.08,15.2,4.17,75.55,189.0,Direct,0.4,110.53599999999999,596.11,119.22200000000001
Hôtel des Îles,2025-05-30,Single,10,8,54.08,432.64,72.57,7.74,219.44,732.39,96.82,30.08,2.18,130.66,259.74,Corporate,0.8,43.263999999999996,472.65,47.265
Hôtel des Îles,2025-05-30,Double,30,16,109.26,1748.16,424.5,45.39,209.74,2427.79,317.46,152.44,10.71,84.78,565.39,Agency,0.5333333333333333,58.272000000000006,1862.4,62.080000000000005
Hôtel des Îles,2025-05-30,Deluxe,15,12,132.91,1594.92,259.33,23.88,210.12,2088.25,471.81,75.97,5.67,91.71,645.16,OTA,0.8,106.328,1443.0900000000001,96.206
Hôtel des Îles,2025-05-30,Suite,5,4,279.57,1118.28,149.88,86.68,188.92,1543.76,288.38,54.34,34.23,95.72,472.67,Corporate,0.8,223.656,1071.09,214.218
Hôtel des Îles,2025-05-31,Single,10,6,50.95,305.7,33.43,13.76,99.87,452.76,83.32,9.1,5.03,48.02,145.47,Direct,0.6,30.57,307.28999999999996,30.728999999999996
Hôtel des Îles,2025-05-31,Double,30,20,75.82,1516.4,374.84,3.83,182.5,2077.57,311.9,142.14,1.04,91.64,546.72,OTA,0.6666666666666666,50.54666666666667,1530.8500000000001,51.028333333333336
Hôtel des Îles,2025-05-31,Deluxe,15,9,109.54,985.86,141.41,55.59,111.77,1294.63,194.5,37.07,18.75,52.57,302.89,Direct,0.6,65.724,991.7400000000001,66.11600000000001
Hôtel des Îles,2025-05-31,Suite,5,3,267.54,802.62,146.08,18.55,78.15,1045.4,139.25,55.2,6.95,33.05,234.45,Direct,0.6,160.524,810.95,162.19
Hôtel des Îles,2025-06-01,Single,10,6,70.23,421.38,26.93,16.73,144.54,609.58,82.85,11.42,3.92,58.65,156.84,Corporate,0.6,42.138,452.74,45.274
Hôtel des Îles,2025-06-01,Double,30,25,96.58,2414.5,158.05,49.81,68.84,2691.2,476.33,67.18,13.42,32.26,589.19,OTA,0.8333333333333334,80.48333333333333,2102.0099999999998,70.067
Hôtel des Îles,2025-06-01,Deluxe,15,10,139.65,1396.5,296.99,11.03,63.92,1768.44,241.66,119.65,3.8,30.01,395.12,OTA,0.6666666666666666,93.1,1373.3200000000002,91.55466666666668
Hôtel des Îles,2025-06-01,Suite,5,2,304.48,608.96,86.23,42.12,235.2,972.51,93.52,22.45,16.5,90.12,222.59,Corporate,0.4,121.792,749.92,149.98399999999998
Hôtel des Îles,2025-06-02,Single,10,7,55.25,386.75,95.64,13.66,153.64,649.69,88.28,34.23,4.15,46.5,173.16,Direct,0.7,38.675,476.5300000000001,47.653000000000006
Hôtel des Îles,2025-06-02,Double,30,23,82.93,1907.39,449.61,148.91,237.82,2743.73,363.9,158.24,35.01,128.87,686.02,Corporate,0.7666666666666667,63.57966666666667,2057.71,68.59033333333333
Hôtel des Îles,2025-06-02,Deluxe,15,8,130.96,1047.68,260.99,8.15,221.13,1537.95,232.58,108.42,2.96,127.1,471.06,Direct,0.5333333333333333,69.84533333333334,1066.89,71.126
Hôtel des Îles,2025-06-02,Suite,5,2,255.86,511.72,100.27,8.57,239.78,860.34,81.42,43.08,2.24,107.91,234.65,OTA,0.4,102.34400000000001,625.69,125.138
Hôtel des Îles,2025-06-03,Single,10,8,48.65,389.2,57.53,24.84,163.79,635.36,110.53,21.71,8.39,81.94,222.57,OTA,0.8,38.92,412.79,41.279
Hôtel des Îles,2025-06-03,Double,30,19,99.4,1888.6,401.76,0.68,150.25,2441.29,482.96,112.93,0.22,48.87,644.98,Direct,0.6333333333333333,62.95333333333333,1796.31,59.876999999999995
Hôtel des Îles,2025-06-03,Deluxe,15,10,129.51,1295.1,126.58,23.47,129.03,1574.18,321.27,42.73,8.34,66.55,438.89,Direct,0.6666666666666666,86.33999999999999,1135.29,75.68599999999999
Hôtel des Îles,2025-06-03,Suite,5,5,210.8,1054.0,115.28,12.85,77.62,1259.75,179.01,31.45,3.19,30.43,244.08,Agency,1.0,210.8,1015.67,203.134
Hôtel des Îles,2025-06-04,Single,10,6,40.37,242.22,57.89,19.12,58.98,378.21,41.8,19.38,4.54,24.13,89.85,Direct,0.6,24.222,288.36,28.836000000000002
Hôtel des Îles,2025-06-04,Double,30,20,74.3,1486.0,366.52,39.09,225.29,2116.9,410.85,161.42,14.0,112.17,698.44,Corporate,0.6666666666666666,49.53333333333333,1418.46,47.282000000000004
Hôtel des Îles,2025-06-04,Deluxe,15,13,148.29,1927.77,368.79,117.29,154.64,2568.49,556.42,153.05,43.25,77.61,830.33,Direct,0.8666666666666667,128.518,1738.1599999999999,115.87733333333333
